Taste,,, 1. key ,,,,,,,
Tat,,," 1. achievement, act, action "," 2. accomplishment, achievement, act, action ",,,,,,
Tatar,,, 1. Tartar ,,,,,,,
Tatkraft,,, 1. energy ,,,,,,,
Tatsache,,, 1. fact ,,,,,,,
Tau,,, 1. dew ,,,,,,,
Taube,,," 1. dove, pigeon ", 2. pigeon ,,,,,,
Taufe,,," 1. baptism, christening ",,,,,,,
Taugenichts,,, 1. good-for-nothing ,,,,,,,
Tauglichkeit,,," 1. ability, capability, fitness, suitability ",,,,,,,
Tausch,,," 1. about-face, alteration, change, conversion, transformation ",,,,,,,
Tausendschön,,, 1. amaranthus ,,,,,,,
Tauwetter,,," 1. melting, thaw ",,,,,,,
Taxe,,, 1. taxi ,,,,,,,
Taxi,,, 1. taxi ,,,,,,,
Taxus,,, 1. yew-tree ,,,,,,,
Technik,,," 1. technics, technique ",,,,,,,
Technologie,,, 1. technology ,,,,,,,
Tee,,, 1. tea ,,,,,,,
Teebüchse,,, 1. tea-pot ,,,,,,,
Teekanne,,, 1. teapot ,,,,,,,
Teepflanzung,,, 1. tea-house ,,,,,,,
Teeplantage,,, 1. tea-house ,,,,,,,
Teer,,, 1. tar ,,,,,,,
Teich,,, 1. pond ,,,,,,,
Teig,,," 1. dough, paste ",,,,,,,
Teil,,," 1. part, Parthian, share "," 2. part, piece, share ",,,,,,
Teilnahmslosigkeit,,, 1. apathy ,,,,,,,
Teint,,, 1. complexion ,,,,,,,
Telegramm,,, 1. telegram ,,,,,,,
Telegraph,,, 1. telegraph ,,,,,,,
Telephon,,, 1. telephone ,,,,,,,
Teleskop,,, 1. telescope ,,,,,,,
Teller,,, 1. plate ,,,,,,,
Tellur,,, 1. tellurium ,,,,,,,
Tempel,,, 1. temple ,,,,,,,
Temperament,,, 1. temperament ,,,,,,,
Temperatur,,, 1. temperature ,,,,,,,
Tempo,,, 1. speed ,,,,,,,
Tendenz,,, 1. tendency , 2. tendency ,,,,,,
Tenor,,, 1. tenor ,,,,,,,
Teppich,,, 1. carpet ,,,,,,,
Terminus,,, 1. term ,,,,,,,
Termite,,, 1. termite ,,,,,,,
Terrain,,," 1. location, place, spot "," 2. earth, land, soil ",,,,,,
Terrasse,,, 1. terrace ,,,,,,,
Territorium,,, 1. territory ,,,,,,,
Testament,,," 1. testament, will ",,,,,,,
Testimonium,,," 1. certificate, testimony ",,,,,,,
Teufel,,," 1. Lucifer, Satan ", 2. devil ,,,,,,
Teufelsdreck,,, 1. asafoetida ,,,,,,,
Text,,," 1. lyric, text ",,,,,,,
Thallium,,, 1. thallium ,,,,,,,
Theater-,,, 1. theatrical ,,,,,,,
Theater,,, 1. theatre ,,,,,,,
Thema,,," 1. theme, topic, subject ",,,,,,,
Theokratie,,, 1. theocracy ,,,,,,,
Theologe,,, 1. theologian ,,,,,,,
Theologie,,, 1. theology ,,,,,,,
Theorem,,, 1. theorem ,,,,,,,
Theorie,,, 1. theory ,,,,,,,
Therapie,,, 1. therapy ,,,,,,,
Thermometer,,, 1. thermometer ,,,,,,,
These,,," 1. essay, thesis ",,,,,,,
Thorium,,, 1. thorium ,,,,,,,
Thron,,, 1. throne ,,,,,,,
Thunfisch,,," 1. tuna, tuna-fish, tunny ",,,,,,,
Thüringen,,, 1. Thuringia ,,,,,,,
Tiefe,,," 1. abyss, chasm, gulf, precipice ", 2. depth , 3. depth , 4. depth ,,,,
Tiefsinn,,, 1. melancholy ,,,,,,,
Tier,,, 1. animal ," 2. animal, beast ",,,,,,
Tierhaut,,," 1. fur, hide, skin ",,,,,,,
Tierkreis,,, 1. zodiac ,,,,,,,
Tiger,,, 1. tiger ,,,,,,,
Tinktur,,," 1. dye, tint ",,,,,,,
Tinte,,, 1. ink ,,,,,,,
Tintenfisch,,, 1. sepia ,,,,,,,
Tisch-Service,,, 1. crockery set ,,,,,,,
Tisch,,, 1. table ,,,,,,,
Tischlade,,, 1. drawer ,,,,,,,
Tischtuch,,, 1. table-cloth ,,,,,,,
Titan,,, 1. Titan ,,,,,,,
Titel,,," 1. degree, heading, title ",,,,,,,
Toast,,, 1. toast ,,,,,,,
Tochter,,, 1. daughter ,,,,,,,
Tod,,, 1. death ,,,,,,,
Todeskampf,,," 1. agony, death throes ",,,,,,,
Toga,,, 1. toga ,,,,,,,
Toilette,,, 1. toilet ,,,,,,,
Toilettenpapier,,, 1. toilet-paper ,,,,,,,
Tollkirsche,,, 1. belladonna ,,,,,,,
Tollwut,,, 1. amuck , 2. rabies ,,,,,,
Tomate,,, 1. tomato ,,,,,,,
Tombola,,," 1. lottery, raffle ",,,,,,,
Ton,,," 1. accent, stress ", 2. clay ," 3. hue, nuance, shade, tint ", 4. sound , 5. tone ,,,
Tonerde,,, 1. clay ,,,,,,,
Tonleiter,,," 1. gamut, key, scale ",,,,,,,
Tonne,,, 1. barrel ,,,,,,,
Topas,,, 1. topaz ,,,,,,,
Topf,,," 1. jug, pot ",,,,,,,
Tor,,, 1. fool ," 2. gate, gateway, portal ",,,,,,
Torf,,, 1. peat ,,,,,,,
Tornister,,," 1. backpack, knapsack ",,,,,,,
Torpedo,,, 1. torpedo ,,,,,,,
Torso,,, 1. trunk ,,,,,,,
Torte,,," 1. pie, tart ",,,,,,,
Tote Meer,,, 1. Dead Sea ,,,,,,,
Tour,,," 1. file, line, rank, row, turn "," 2. journey, trip, voyage ",,,,,,
Tourist,,, 1. tourist ,,,,,,,
Trabant,,, 1. satellite ,,,,,,,
Tracht,,," 1. costume, outfit, suit ",,,,,,,
Tradition,,, 1. tradition ,,,,,,,
Tragweite,,, 1. concern ,,,,,,,
Tragödie,,, 1. tragedy ,,,,,,,
Traktat,,, 1. contract , 2. treaty ,,,,,,
Trank,,," 1. beverage, drink ",,,,,,,
Transport,,, 1. transport ,,,,,,,
Tratte,,, 1. draft ,,,,,,,
Traube,,, 1. grape ,,,,,,,
Trauer,,, 1. mourning ,,,,,,,
Trauerspiel,,, 1. tragedy ,,,,,,,
Traum,,," 1. dream, daydream ", 2. dream ,,,,,,
Travestie,,, 1. travesty ,,,,,,,
Treff,,, 1. clubs ,,,,,,,
Treppe,,," 1. staircase, stairs ",,,,,,,
Tresor,,, 1. treasure ,,,,,,,
Tresse,,, 1. trimming ,,,,,,,
Treubruch,,," 1. betrayal, treachery ",,,,,,,
Treue,,, 1. adherence ,,,,,,,
Tribunal,,, 1. tribunal ,,,,,,,
Tribut,,, 1. tribute ,,,,,,,
Tribüne,,," 1. rostrum, speaker's platform ",,,,,,,
Trichter,,, 1. funnel ,,,,,,,
Trieb,,," 1. access, impetus, impulse ", 2. instinct , 3. push ,,,,,
Triebfeder,,, 1. spring ,,,,,,,
Trift,,, 1. livestock , 2. meadow ,,,,,,
Trigonometrie,,, 1. trigonometry ,,,,,,,
Triller,,, 1. trill ,,,,,,,
Trillion,,, 1. trillion ,,,,,,,
Trinität,,, 1. Trinity ,,,,,,,
Trinkgeld,,, 1. tip ,,,,,,,
Trinkspruch,,, 1. toast ,,,,,,,
Tripper,,," 1. clap, gonorrhea ",,,,,,,
Tritt,,, 1. walk ," 2. pace, step, stride ",,,,,,
Triumph,,, 1. triumph ,,,,,,,
Trog,,," 1. manger, trough ",,,,,,,
Trommel,,, 1. drum ,,,,,,,
Trommler,,, 1. drummer ,,,,,,,
Trompete,,, 1. trumpet ,,,,,,,
Tropfen,,," 1. drip, drop ",,,,,,,
Tropikus,,, 1. tropics ,,,,,,,
Trost,,, 1. consolation ,,,,,,,
Trost spenden,,," 1. comfort, console ",,,,,,,
Trottoir,,," 1. pavement, sidewalk ",,,,,,,
Troß,,," 1. band, bevy, gang ",,,,,,,
Trubel,,, 1. confusion ,,,,,,,
Trug,,, 1. swindle ,,,,,,,
Truhe,,," 1. box, chest ",,,,,,,
Trumpf,,, 1. trump ,,,,,,,
Trunksucht,,, 1. alcoholism ,,,,,,,
Truppe,,," 1. troop, troupe ",,,,,,,
Truppenabteilung,,, 1. guard ,,,,,,,
Truthahn,,, 1. turkey ,,,,,,,
Träger,,," 1. litter, strecher ", 2. porter ,,,,,,
Träne,,, 1. tear ,,,,,,,
Träumerei,,, 1. reverie ,,,,,,,
Trübsinn,,, 1. melancholy ,,,,,,,
Trümmer,,, 1. ruin ,,,,,,,
Tschechisch,,," 1. Czech, Czech language ",,,,,,,
Tschetschenien,,, 1. Chechenia ,,,,,,,
Tuberkulose,,, 1. tuberculosis ,,,,,,,
Tuch,,," 1. cloth, wooden cloth ", 2. cloth ,,,,,,
Tugend,,," 1. morality, vice ",,,,,,,
Tulpe,,, 1. tulip ,,,,,,,
Tumult,,," 1. agitation, riot, tumult ",,,,,,,
Tunika,,, 1. tunic ,,,,,,,
Tunke,,," 1. gravy, sauce ",,,,,,,
Tunnel,,, 1. tunnel ,,,,,,,
Tupf,,, 1. spot ,,,,,,,
Turm,,," 1. castle, tower ",,,,,,,
Turnier,,, 1. tournament ,,,,,,,
Turteltaube,,, 1. turtle-dove ,,,,,,,
Tusch,,," 1. fanfare, flourish ",,,,,,,
Type,,, 1. letter ,,,,,,,
Typhus,,, 1. typhus ,,,,,,,
Typus,,, 1. type ,,,,,,,
Tyrann,,, 1. tyrant ,,,,,,,
Tyrannei,,, 1. tyranny ,,,,,,,
Tätigkeit,,, 1. activity , 2. function ,,,,,,
Täuschung,,, 1. illusion , 2. swindle ,,,,,,
Töpfer,,, 1. potter ,,,,,,,
Tücke,,," 1. ruse, trick ",,,,,,,
Tümmler,,, 1. dolphin ,,,,,,,
Tümpel,,, 1. pond ,,,,,,,
Tür,,, 1. door ,,,,,,,
Türke,,, 1. Turk ,,,,,,,
Türkei,,, 1. Turkey ,,,,,,,
Türklinke,,, 1. handle ,,,,,,,
#NAME?,,," 1. -able, -ible ",,,,,,,
#NAME?,,, 1. -y ,,,,,,,
#NAME?,,," 1. -ness, -ship, -ity ",,,,,,,
#NAME?,,, 1. -ism ,,,,,,,
#NAME?,,," 1. -ness, -ship, -ity ",,,,,,,
#NAME?,,," 1. -able, -ible ",,,,,,,
#NAME?,,, 1. -ful ,,,,,,,
#NAME?,,," 1. -able, -ible, -worthy ",,,,,,,
Uhr,,, 1. watch ," 2. clock, watch "," 3. hour, o'clock, time ",,,,,
Uhrmacher,,, 1. watchmaker ,,,,,,,
Uhu,,, 1. eagle owl ,,,,,,,
Ukraine,,," 1. Ukraine, the Ukraine "," 2. Ukraine, the Ukraine ",,,,,,
Ulme,,, 1. elm ,,,,,,,
Ultimatum,,, 1. ultimatum ,,,,,,,
Umfang,,," 1. bulk, dimension, extend, size ",,,,,,,
Umfrage,,," 1. inquiry, investigation ",,,,,,,
Umgebung,,," 1. environment, environs, surroundings ",,,,,,,
Umhang,,," 1. cloak, mantle ",,,,,,,
Umriß,,," 1. contour, outline ",,,,,,,
Umsatz,,, 1. turnover ,,,,,,,
Umschag,,," 1. cover, hood, lid ",,,,,,,
Umschagpapier,,, 1. wrapping-paper ,,,,,,,
Umschlag,,, 1. envelope ,,,,,,,
Umschlagetuch,,, 1. shawl ,,,,,,,
Umschweif,,, 1. pretext ,,,,,,,
Umsicht,,," 1. discretion, generalship, prudence ",,,,,,,
Umstand,,, 1. circumstance ,,,,,,,
Umstandswort,,, 1. adverb ,,,,,,,
Umtrieb,,, 1. plot ,,,,,,,
Umzug,,," 1. removal, move ",,,,,,,
Umzäunung,,," 1. fence, palisade ",,,,,,,
Umänderung,,," 1. recreation, refashioning, regeneration, transformation "," 2. alteration, change, conversion, transformation ",,,,,,
Unfall,,, 1. accident ,,,,,,,
Unfallhilfe,,, 1. first aid , 2. first aid ,,,,,,
Ungar,,, 1. Hungarian ,,,,,,,
Ungarn,,, 1. Hungary ,,,,,,,
Ungeheuer,,, 1. monster ,,,,,,,
Ungetüm,,, 1. monster ,,,,,,,
Unhold,,, 1. monster ,,,,,,,
Uniform,,, 1. uniform ,,,,,,,
Union,,," 1. joining, junction ",,,,,,,
Universität,,, 1. university ,,,,,,,
Universum,,, 1. universe ,,,,,,,
Unkosten,,, 1. cost ,,,,,,,
Unregelmäßigkeit,,," 1. abnormity, anomaly ",,,,,,,
Unschuld,,, 1. innocence ,,,,,,,
Unsinn,,, 1. nonsense ,,,,,,,
Unterarm,,, 1. lower-arm ,,,,,,,
Unterfutter,,, 1. lining ,,,,,,,
Untergebene,,, 1. subordinate ,,,,,,,
Unterhalt,,, 1. alimony ,,,,,,,
Unterhaltung,,, 1. conversation , 2. conversation ,,,,,,
Unterhandlung,,, 1. trading , 2. treatment ,,,,,,
Unterhemd,,, 1. vest ,,,,,,,
Unterhose,,," 1. drawers, panties, underpants ",,,,,,,
Unterleib,,," 1. abdomen, belly, tummy ",,,,,,,
Unternehmung,,, 1. enterprise ,,,,,,,
Unteroffizier,,, 1. corporal ," 2. noncom, non-commissioned officer ",,,,,,
Unterredung,,, 1. conversation ,,,,,,,
Unterricht,,, 1. education ,,,,,,,
Unterrichtsstunde,,, 1. lesson ,,,,,,,
Unterrock,,, 1. petticoat ,,,,,,,
Unterschenkel,,," 1. leg, paw ",,,,,,,
Unterschied,,, 1. difference ,,,,,,,
Unterschleif,,, 1. swindle ,,,,,,,
Unterschrift,,, 1. signature ,,,,,,,
Untersuchung,,," 1. exploration, investigation, research ",,,,,,,
Untertasse,,, 1. saucer ,,,,,,,
Unze,,, 1. ounce ,,,,,,,
Ur-,,," 1. fore-, greatgrand- ",,,,,,,
Ur,,, 1. aurochs ,,,,,,,
Urahn,,, 1. great-grandfather , 2. forefather ,,,,,,
Urbild,,, 1. original , 2. prototype , 3. prototype ,,,,,
Urenkel,,, 1. greatgrandson ,,,,,,,
Urgeschichte,,, 1. prehistory ,,,,,,,
Urgroßvater,,, 1. great-grandfather ,,,,,,,
Urheber,,, 1. author ,,,,,,,
Urin,,, 1. urine ,,,,,,,
Urkunde,,, 1. diploma ," 2. document, paper ",,,,,,
Urlaub,,," 1. furlough, leave, pass ",,,,,,,
Ursache,,," 1. cause, reason ",,,,,,,
Urschrift,,, 1. original ,,,,,,,
Ursprung,,, 1. lineage , 2. origin ,,,,,,
Ursprungs-,,," 1. aboriginal, original ",,,,,,,
Urteil,,, 1. judgment ,,,,,,,
Urwald,,, 1. primeval forest ,,,,,,,
Usus,,," 1. custom, habit, way ",,,,,,,
Uterus,,," 1. uterus, womb ",,,,,,,
Valet,,," 1. farewell, goodbye, good-bye ",,,,,,,
Valuta,,, 1. currency ,,,,,,,
Vampir,,, 1. vampire ,,,,,,,
Vampyr,,, 1. vampire ,,,,,,,
Vanille,,, 1. vanilla ,,,,,,,
Variation,,, 1. variety ,,,,,,,
Vase,,," 1. vase, vessel ",,,,,,,
Vaselin,,, 1. vaseline ,,,,,,,
Vaseline,,, 1. vaseline ,,,,,,,
Vater,,, 1. father ,,,,,,,
Vaterland,,, 1. fatherland ,,,,,,,
Vatikan,,," 1. Vatican, the Vatican ",,,,,,,
Vegetation,,, 1. growth ,,,,,,,
Veilchen,,, 1. violet ,,,,,,,
Vene,,, 1. vein ,,,,,,,
Venedig,,, 1. Venice ,,,,,,,
Ventil,,, 1. air-valve ," 2. tube, valve ",,,,,,
Ventilator,,," 1. electric fan, ventilator ",,,,,,,
Verachtung,,, 1. contempt ,,,,,,,
Veranda,,," 1. porch, veranda ",,,,,,,
Veranlassung,,," 1. cause, reason ",,,,,,,
Verb,,, 1. verb ,,,,,,,
Verband,,, 1. bandage ," 2. braid, fillet, string, tie "," 3. connection, league ",,,,,
Verbannung,,, 1. exile ,,,,,,,
Verbeugung,,," 1. bow, curtsy, obeisance ",,,,,,,
Verbindung,,, 1. association ," 2. connection, league ", 3. relation ,,,,,
Verbrauchssteuer,,," 1. excise, excise-duty ",,,,,,,
Verbrechen,,, 1. crime ,,,,,,,
Verbrecher,,, 1. criminal ,,,,,,,
Verbum,,, 1. verb ,,,,,,,
Verdacht,,, 1. suspicion ,,,,,,,
Verdauungsschwäche,,," 1. dyspepsia, indigestion ",,,,,,,
Verdauungsstoff,,, 1. pepsin ,,,,,,,
Verdeck,,, 1. deck ," 2. cover, hood, lid ",,,,,,
Verderbnis,,, 1. damage ,,,,,,,
Verdienst,,," 1. benefit, gain, profit ", 2. merit ," 3. gain, profit ",,,,,
Verdikt,,," 1. adjudication, verdict ",,,,,,,
Verdingung,,, 1. tender , 2. public tender , 3. tender , 4. tender , 5. tender ,,,
Verdrehtheit,,," 1. absurdity, nonsense, rubbish ", 2. absurdity ,,,,,,
Verdruß,,," 1. annoyance, disappointment, grief ",,,,,,,
Verehrung,,," 1. esteem, regard ",,,,,,,
Vereinigten Staaten,,," 1. United States of America, USA ",,,,,,,
Vereinigung,,, 1. association ,,,,,,,
Verfahren,,," 1. procedure, process ",,,,,,,
Verfasser,,, 1. author ," 2. author, writer ",,,,,,
Verfassung,,, 1. constitution ,,,,,,,
Verfolgung,,," 1. persecution, pursuit "," 2. persecution, pursuit ",,,,,,
Vergangenheit,,, 1. past ,,,,,,,
Vergaser,,, 1. carburettor ,,,,,,,
Vergebung,,," 1. absolution, pardon ",,,,,,,
Vergehen,,, 1. crime ," 2. blame, fault, guilt ",,,,,,
Vergißmeinnicht,,, 1. forget-me-not ,,,,,,,
Vergleich,,, 1. comparison ,,,,,,,
Vergnügen,,," 1. fun, pleasure ",,,,,,,
Vergrößerung,,," 1. aggrandizement, enlargement, increase "," 2. enlargement, increase ",,,,,,
Vergötterung,,, 1. apotheosis ,,,,,,,
Vergünstigung,,," 1. favor, favour ", 2. privilege ," 3. abatement, discount, rebate ",,,,,
Vergütung,,," 1. abatement, discount, rebate ",,,,,,,
Verhalten,,," 1. behavior, behaviour, conduct, deportment ",,,,,,,
Verhaltungsbefehl,,," 1. directions, instruction ",,,,,,,
Verhandlung,,, 1. treatment ,,,,,,,
Verhau,,, 1. barricade ,,,,,,,
Verhältnis,,," 1. relation, understanding "," 2. proportion, rate ", 3. relation ,,,,,
Verhältniswort,,, 1. preposition ,,,,,,,
Verhängnis,,," 1. fate, ill fate "," 2. destiny, fate, fortune, luck ",,,,,,
Verkauf,,, 1. sale ,,,,,,,
Verkehrsvorschriften,,, 1. traffic rules ,,,,,,,
Verkettung,,, 1. order ,,,,,,,
Verkäufer,,, 1. salesman ,,,,,,,
Verlag,,," 1. publisher, publishing house ", 2. edition ,,,,,,
Verlagsrecht,,, 1. copyright ,,,,,,,
Verlegenheit,,," 1. abashment, embarrassment, perplexity ",,,,,,,
Verleger,,, 1. publisher ,,,,,,,
Verletzung,,," 1. injury, wound ",,,,,,,
Verleugnung,,, 1. abnegation ,,,,,,,
Verlies,,," 1. jail, gaol, prison ",,,,,,,
Verlobung,,," 1. betrothal, engagement "," 2. betrothal, engagement ",,,,,,
Verlust,,, 1. loss , 2. loss ,,,,,,
Vermehrung,,," 1. accretion, growth "," 2. enlargement, increase ", 3. increase ,,,,,
Vermerk,,," 1. notice, observation ",,,,,,,
Vermächtnis,,," 1. gift, present ", 2. inheritance ," 3. testament, will ",,,,,
Vermögen,,, 1. ability , 2. ability ,,,,,,
Vernunftforscher,,, 1. philosopher ,,,,,,,
Vernunftgemäßheit,,," 1. reason, logical reasoning ",,,,,,,
Verpackung,,," 1. baggage, luggage ",,,,,,,
Verpflichtung,,, 1. bond ,,,,,,,
Verrat,,," 1. betrayal, treachery ",,,,,,,
Vers,,, 1. verse ,,,,,,,
Versammlung,,," 1. assemblage, gathering, meeting ",,,,,,,
Verschluß,,, 1. bolt , 2. lock ,,,,,,
Verschnittener,,, 1. eunuch ,,,,,,,
Verschwörung,,," 1. conspiracy, plot ", 2. conspiracy ,,,,,,
Versehen,,," 1. aberration, error, mistake ",,,,,,,
Versicherung,,, 1. insurance , 2. affirmation ,,,,,,
Versicherungsschein,,," 1. policy, insurance policy ",,,,,,,
Versorgung,,," 1. arrival, arrivals, supply ", 2. supply ,,,,,,
Versprechen,,," 1. affirmation, promise ",,,,,,,
Verstand,,," 1. intellect, mind ", 2. intelligence ," 3. meaning, sense ",,,,,
Versteck,,, 1. ambush ,,,,,,,
Versteigerung,,, 1. auction ,,,,,,,
Verständnis,,," 1. conception, idea, notion "," 2. notion, sense, realization ",,,,,,
Versuch,,, 1. experiment ," 2. attempt, effort "," 3. attempt, test ",,,,,
Versuchung,,, 1. temptation ,,,,,,,
Verteidigungsrede,,, 1. apology ,,,,,,,
Verteiler,,, 1. distributor ,,,,,,,
Vertiefung,,," 1. cave, cavity ",,,,,,,
Vertrag,,, 1. contract ,,,,,,,
Vertrauen,,, 1. confidence ,,,,,,,
Vertrauen setzen in,,," 1. confide, have confidence in, trust, entrust ",,,,,,,
Vertreter,,," 1. agent, representative ",,,,,,,
Vertrieb,,," 1. demand, sale ",,,,,,,
Verve,,," 1. verve, vivacity ",,,,,,,
Vervollständigung,,, 1. adjunct ,,,,,,,
Verwalter,,," 1. administrator, manager ",,,,,,,
Verwaltung,,," 1. administration, management ",,,,,,,
Verwandlung,,," 1. metamorphosis, transformation ",,,,,,,
Verwandter,,, 1. relative ,,,,,,,
Verwandtschaft,,," 1. relations, relatives "," 2. affiliation, blood-relationship, affinity, relationship ",,,,,,
Verweigerung,,, 1. refusal ,,,,,,,
Verweser,,," 1. administrator, manager ",,,,,,,
Verwirrung,,, 1. confusion ,,,,,,,
Verwunderung,,," 1. astonishment, wonder, surprise ",,,,,,,
Verwundung,,," 1. injury, wound ",,,,,,,
Verzeichnis,,, 1. index ," 2. catalogue, directory ", 3. list ," 4. index, table, tablet, tabulation ",,,,
Verzeihung,,," 1. absolution, pardon ",,,,,,,
Verzichtleistung,,," 1. cession, relinquishment, renunciation, surrender ",,,,,,,
Verzierung,,," 1. adornment, decoration, ornament ",,,,,,,
Verzweiflung,,, 1. despair ,,,,,,,
Verzögerung,,," 1. adjournment, delay ",,,,,,,
Veränderung,,," 1. alteration, change, conversion, transformation "," 2. about-face, alteration, change, conversion, transformation ",,,,,,
Veteran,,, 1. veteran ,,,,,,,
Vetter,,, 1. cousin ,,,,,,,
Vibration,,," 1. flutter, vibration ",,,,,,,
Vibrieren,,," 1. flutter, vibration ",,,,,,,
Vicepräsident,,, 1. vice-president ,,,,,,,
Vieh,,, 1. livestock , 2. head of cattle ,,,,,,
Viertel,,, 1. quarter of an hour ," 2. district, neighbourhood, quarter ",,,,,,
Viertelstunde,,, 1. quarter of an hour ,,,,,,,
Violincello,,, 1. cello ,,,,,,,
Violine,,, 1. violin ,,,,,,,
Virtuos,,, 1. virtuoso ,,,,,,,
Virtuose,,, 1. virtuoso ,,,,,,,
Visa,,," 1. visa, visé ",,,,,,,
Vision,,, 1. vision ,,,,,,,
Visite,,, 1. visit ,,,,,,,
Visum,,," 1. visa, visé ",,,,,,,
Vogel,,, 1. bird ,,,,,,,
Vokabel,,, 1. word ,,,,,,,
Vokal,,, 1. vowel ,,,,,,,
Volk,,," 1. folk, nation, people ",,,,,,,
Vollendung,,, 1. perfection ,,,,,,,
Vollkommenheit,,, 1. perfection ,,,,,,,
Vollzähligkeit,,," 1. outfit, set, suit ",,,,,,,
Volumen,,, 1. volume , 2. volume ,,,,,,
Voraussetzung,,, 1. hypothesis , 2. supposition ,,,,,,
Vorbedeutung,,," 1. indication, omen, presage, portent, sign ",,,,,,,
Vorbehalt,,," 1. condition, stipulation, terms ",,,,,,,
Vorbereitung,,, 1. preparation , 2. preparation ,,,,,,
Vorderseite,,," 1. front, battlefront, frontage ",,,,,,,
Vorfahr,,, 1. forefather ,,,,,,,
Vorfall,,," 1. chance, event, occurence, opportunity ",,,,,,,
Vorhang,,, 1. curtain ,,,,,,,
Vorlegung,,, 1. presentation , 2. presentation ,,,,,,
Vorname,,, 1. first name ,,,,,,,
Vorrat,,, 1. supply ,,,,,,,
Vorrede,,, 1. foreword ,,,,,,,
Vorrichtung,,," 1. apparatus, device, set ",,,,,,,
Vorsicht,,, 1. caution ,,,,,,,
Vorsorge,,, 1. thoughtfulness ,,,,,,,
Vorstadt,,, 1. suburb ,,,,,,,
Vorstand,,, 1. board of directors ,,,,,,,
Vorsteher,,," 1. director, manager "," 2. boss, chief, leader ",,,,,,
Vorstellung,,, 1. idea , 2. presentation , 3. presentation ,,,,,
Vorteil,,," 1. benefit, gain, profit "," 2. gain, profit "," 3. advantage, benefit ",,,,,
Vortrag,,, 1. speech , 2. lecture ," 3. account, record, report ",,,,,
Vorurteil,,, 1. prejudice ,,,,,,,
Vorwand,,, 1. pretext ,,,,,,,
Vorweis,,, 1. reproach ,,,,,,,
Vorwort,,, 1. foreword ,,,,,,,
Vorwurf,,, 1. reproach ,,,,,,,
Vorwürfe machen,,," 1. blame, rebuke, reproach, reprove, scold ",,,,,,,
Vorzeichen,,," 1. indication, omen, portent, precursor, presage, sign ",,,,,,,
Vorzug,,, 1. privilege ,,,,,,,
Vorzugsrecht,,, 1. privilege ,,,,,,,
Vulkan,,, 1. volcano ,,,,,,,
Väterchen,,," 1. dad, daddy ",,,,,,,
Waage,,, 1. scales ,,,,,,,
Wache,,, 1. guard , 2. sentry ,,,,,,
Wachs,,, 1. wax ,,,,,,,
Wachskerze,,," 1. taper, wax candle ",,,,,,,
Wachsleinwand,,, 1. oilcloth ,,,,,,,
Wachstum,,, 1. growth ,,,,,,,
Wacht,,, 1. guard ,,,,,,,
Wachtel,,, 1. quail ,,,,,,,
Wade,,, 1. calf ,,,,,,,
Waffel,,, 1. waffle ,,,,,,,
Wagen,,," 1. carriage, coach, railway carriage, waggon ", 2. vehicle ,,,,,,
Waggon,,," 1. carriage, coach, railway carriage, waggon ",,,,,,,
Wagnis,,," 1. hazard, risk ",,,,,,,
Wagon,,," 1. carriage, coach, railway carriage, waggon ",,,,,,,
Wahl,,," 1. choice, election ",,,,,,,
Wahlspruch,,," 1. motto, watchword, slogan ",,,,,,,
Wahn,,, 1. illusion ,,,,,,,
Wahnsinn,,," 1. craziness, insanity, lunacy, madness ",,,,,,,
Wahrheit,,, 1. truth ," 2. reality, truth ",,,,,,
Wahrsagung,,," 1. indication, omen, presage, portent, sign ",,,,,,,
Wahrspruch,,," 1. adjudication, verdict ",,,,,,,
Waise,,, 1. orphan ,,,,,,,
Waisen-,,, 1. orphan ,,,,,,,
Waisenknabe,,, 1. orphan ,,,,,,,
Wald,,," 1. forest, woods ",,,,,,,
Wales,,, 1. Wales ,,,,,,,
Walfisch,,, 1. whale ,,,,,,,
Wall,,, 1. rampart ,,,,,,,
Wallfahrt,,, 1. pilgrimage ,,,,,,,
Wallonien,,, 1. Wallonia ,,,,,,,
Walnuß,,, 1. walnut ,,,,,,,
Walze,,," 1. cylinder, roller ", 2. roll ,,,,,,
Walzer,,, 1. waltz ,,,,,,,
Wand,,, 1. wall , 2. wall ,,,,,,
Wandbrett,,, 1. shelf ,,,,,,,
Wandelgang,,, 1. gallery ,,,,,,,
Wange,,, 1. cheek ,,,,,,,
Wanne,,," 1. tub, vat ",,,,,,,
Wanze,,," 1. bug, bedbug ",,,,,,,
Wappen,,," 1. badge, insignia ",,,,,,,
Wappenkunde,,, 1. heraldry ,,,,,,,
Ware,,," 1. merchandise, wares ",,,,,,,
Warenhaus,,," 1. bazaar, fair, market ", 2. warehouse ,,,,,,
Warenrechnung,,," 1. account, bill, invoice ",,,,,,,
Warnung,,, 1. warning ,,,,,,,
Warschau,,, 1. Warsaw ,,,,,,,
Warteraum,,," 1. waiting-room, waiting room ",,,,,,,
Wartesaal,,," 1. waiting-room, waiting room ",,,,,,,
Warze,,, 1. wart ,,,,,,,
Waschanstalt,,, 1. laundry ,,,,,,,
Waschfrau,,, 1. laundress ,,,,,,,
Waschleder,,," 1. chamois, chamois leather ",,,,,,,
Wasser,,, 1. water ,,,,,,,
Wasserbecken,,," 1. basin, reservoir ",,,,,,,
Wasserfall,,, 1. waterfall , 2. waterfall ,,,,,,
